Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep,SleepQ,Exercise(mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-07-17,1506,53.0,Female,20.1,1.59,5.49,3.0,11.0,47.0,160.0,8.605047120733738,6,9,5
2024-12-02,7058,53.0,Female,23.75,8.43,8.68,3.0,66.0,266.0,147.0,8.652077813767836,5,4,8
2024-04-09,3786,51.0,Female,23.45,8.95,9.5,,12.0,227.0,8.0,6.89831422113621,9,10,7
2024-06-26,3641,51.0,Male,20.73,2.68,5.95,4.0,72.0,135.0,93.0,5.092306218701621,4,2,2
2024-04-26,7922,53.0,Other,22.38,4.87,6.49,1.0,29.0,120.0,71.0,6.737800339119871,3,3,5
2024-02-08,1352,59.0,Male,21.07,1.85,4.78,3.0,60.0,236.0,74.0,11.856677920460625,9,4,10
2024-07-29,8690,24.0,Male,20.72,5.33,8.61,6.0,52.0,282.0,134.0,4.572149886249726,9,4,8
2024-07-31,7258,21.0,Female,21.47,2.03,4.56,1.0,33.0,218.0,111.0,8.200570205270182,6,4,9
2024-12-24,3113,59.0,Female,23.03,7.18,8.15,2.0,27.0,158.0,144.0,10.630894571744443,7,9,9
2024-10-27,7021,31.0,Other,21.17,3.88,6.72,2.0,16.0,109.0,35.0,7.38850525799638,1,6,7
2024-07-05,3554,28.0,Female,22.73,6.55,7.82,9.0,24.0,213.0,74.0,9.256855787869682,2,6,3
2024-06-26,3735,57.0,Other,23.08,4.05,4.97,2.0,15.0,57.0,116.0,8.718039374242164,5,8,2
2024-02-16,3933,37.0,Other,22.78,3.82,5.04,6.0,2.0,165.0,86.0,4.234979708998444,5,8,2
2024-11-22,9262,50.0,Other,23.72,7.32,7.6,2.0,45.0,106.0,123.0,8.612240836764496,6,6,8
2024-09-12,8468,45.0,Male,23.18,7.97,8.79,8.0,11.0,189.0,39.0,5.68452852678884,4,9,5
2024-08-01,2198,26.0,Male,22.97,6.21,7.24,9.0,49.0,150.0,11.0,9.332528754277863,3,6,8
2024-01-16,7073,25.0,Female,22.08,3.84,5.76,2.0,41.0,298.0,51.0,8.359858246798323,4,8,3
2024-02-28,7178,25.0,Other,23.82,6.15,6.34,5.0,66.0,101.0,26.0,10.985635518181477,9,10,1
2024-09-03,1632,58.0,Male,21.73,5.62,7.89,7.0,9.0,126.0,156.0,9.870838599745824,3,7,10
2024-12-31,5020,35.0,Female,22.08,2.86,4.78,7.0,63.0,296.0,109.0,11.851483101708762,5,8,8
2024-11-16,9066,46.0,Female,21.53,4.64,7.11,7.0,57.0,116.0,0.0,5.813144222492817,7,8,3
2024-03-02,4858,33.0,Other,20.35,2.74,6.39,5.0,4.0,279.0,128.0,8.353364212920216,5,3,7
2024-05-21,5858,23.0,Female,23.12,5.81,6.7,8.0,9.0,66.0,140.0,7.8430705977725665,4,6,6
2024-08-06,5372,46.0,Male,21.38,6.57,9.18,10.0,19.0,60.0,123.0,9.804720399302765,1,9,5
2024-09-28,1031,37.0,Male,22.73,6.32,7.58,9.0,44.0,271.0,19.0,8.027214132401209,4,7,4
2024-10-15,4562,30.0,Male,21.6,3.26,5.66,6.0,78.0,182.0,97.0,5.217466505572571,4,2,10
2024-07-30,5783,58.0,Other,21.8,5.88,8.08,9.0,39.0,45.0,57.0,9.303297462192717,5,9,9
2024-09-02,7834,33.0,Other,22.37,7.08,8.71,5.0,51.0,194.0,123.0,9.939426429824485,6,6,2
2024-08-15,3175,48.0,Male,22.95,4.15,5.2,10.0,52.0,84.0,1.0,4.077448682237196,3,5,9
2024-08-09,6144,52.0,Male,23.37,7.62,8.25,1.0,79.0,277.0,141.0,11.312513156259651,7,5,3
2024-10-06,8519,22.0,Male,23.77,8.95,9.19,2.0,2.0,294.0,91.0,10.830554174906323,10,8,2
2024-08-25,9748,56.0,Other,20.13,5.24,9.1,1.0,37.0,56.0,160.0,10.982784575791666,5,4,1
2024-03-08,4066,29.0,,20.58,5.82,9.23,7.0,32.0,47.0,32.0,8.607778007761311,5,10,5
2024-10-25,7339,27.0,Female,21.18,5.2,8.02,9.0,17.0,207.0,18.0,10.057294790576773,6,6,10
2024-12-16,5734,27.0,Female,22.37,3.86,5.5,10.0,48.0,181.0,60.0,8.746834607189442,2,2,8
2024-07-26,2987,31.0,Female,20.7,1.27,4.57,10.0,35.0,285.0,115.0,9.618734634341086,10,10,7
2024-07-02,7772,59.0,Other,23.1,7.03,7.93,10.0,49.0,147.0,27.0,7.338954255663734,8,9,7
2024-01-05,3414,26.0,Female,21.7,4.45,6.75,2.0,57.0,187.0,147.0,6.7413898177365805,2,10,9
2024-11-10,3813,48.0,Female,21.02,3.48,6.46,10.0,87.0,252.0,172.0,11.71150431548832,2,9,4
2024-07-25,2155,22.0,Female,23.72,7.19,7.47,3.0,58.0,192.0,115.0,4.452060694867924,1,6,6
2024-04-15,8442,49.0,Female,20.48,4.48,8.0,1.0,49.0,110.0,95.0,5.008488334699182,6,6,3
2024-12-02,4305,21.0,Male,20.1,2.17,6.07,3.0,7.0,256.0,7.0,4.43362130803514,9,4,7
2024-06-27,6044,54.0,Other,21.58,5.55,7.97,3.0,52.0,153.0,117.0,5.057433806082682,10,10,5
2024-05-06,8658,56.0,Other,21.05,2.05,5.0,9.0,8.0,65.0,52.0,9.885706803858175,4,5,9
2024-04-06,4261,45.0,Other,21.22,5.35,8.13,6.0,35.0,187.0,140.0,4.297476093866082,4,1,5
2024-08-08,1322,46.0,Female,20.75,1.96,5.21,4.0,56.0,237.0,37.0,6.254876862228215,10,2,1
2024-03-21,4096,22.0,Female,23.15,7.99,8.84,3.0,66.0,209.0,118.0,4.168192694983335,7,1,1
2024-08-19,4013,51.0,Female,21.5,6.88,9.38,4.0,12.0,217.0,12.0,5.9992755948004834,5,7,9
2024-10-19,9809,46.0,Male,23.07,4.79,5.73,9.0,27.0,277.0,84.0,7.7530264934183,3,3,10
2024-02-22,1436,19.0,Male,22.18,3.4,5.22,5.0,8.0,70.0,16.0,7.879587517937814,6,7,3
2024-12-31,4290,47.0,Female,22.55,4.84,6.29,10.0,11.0,232.0,86.0,9.222896518243296,1,4,10
2024-05-04,4066,40.0,Male,20.7,4.59,7.89,6.0,73.0,1.0,47.0,7.965050735227841,1,6,4
2024-04-30,3748,46.0,Female,21.95,3.38,5.43,6.0,52.0,69.0,8.0,8.140914326063532,7,5,10
2024-09-03,2082,18.0,Female,22.43,3.81,5.38,5.0,76.0,244.0,176.0,5.516953289583332,9,2,7
2024-08-11,6163,43.0,Male,23.72,5.49,,4.0,22.0,103.0,87.0,4.699215087143618,3,2,6
2024-12-13,8856,58.0,Other,23.1,8.12,9.02,7.0,70.0,177.0,81.0,7.299662774838663,5,2,1
2024-01-27,3567,51.0,Female,22.85,6.46,7.61,6.0,50.0,190.0,167.0,9.531555419322492,10,2,8
2024-05-18,8065,31.0,Other,21.18,3.19,6.0,9.0,6.0,,114.0,9.167202199532843,7,9,6
2024-05-17,9268,25.0,Male,21.23,4.84,7.61,1.0,18.0,285.0,8.0,6.968460236618483,10,1,3
2024-06-10,2914,35.0,Male,20.1,4.09,7.99,1.0,12.0,268.0,41.0,10.792012408602556,5,10,5
2024-10-18,6922,40.0,Male,23.93,5.58,5.65,10.0,30.0,134.0,6.0,10.251145841793903,8,4,7
2024-08-31,8532,25.0,Female,21.03,3.15,6.12,6.0,70.0,69.0,90.0,5.2619249264340615,6,6,3
2024-05-03,1111,32.0,Other,21.8,4.4,6.6,1.0,18.0,131.0,81.0,6.075477807562301,8,7,10
2024-08-29,8806,39.0,Other,23.25,4.93,5.68,5.0,40.0,44.0,83.0,11.977650645982862,5,9,2
2024-01-31,5342,47.0,Female,22.67,3.86,5.19,6.0,47.0,277.0,29.0,8.741804397791508,10,4,7
2024-07-21,9441,56.0,Other,23.02,7.78,8.76,4.0,11.0,52.0,16.0,5.418037419018348,8,8,5
2024-12-26,2107,40.0,Male,22.15,3.17,5.02,4.0,79.0,49.0,147.0,8.026213759090105,5,10,10
2024-04-29,6958,38.0,Other,23.52,7.23,7.71,7.0,83.0,211.0,31.0,8.095016868362535,8,1,10
2024-06-29,8897,51.0,Female,23.07,6.94,7.87,2.0,49.0,23.0,173.0,11.265380650694294,2,6,10
2024-12-19,5830,30.0,Male,22.63,6.12,7.49,4.0,62.0,9.0,153.0,7.409317263294546,6,2,4
2024-01-18,2761,25.0,Other,23.2,7.63,8.43,1.0,65.0,102.0,154.0,5.720103770676,3,4,3
2024-12-08,8745,33.0,Female,23.72,7.62,7.9,4.0,55.0,103.0,150.0,5.44487690005646,7,5,8
2024-10-05,9201,44.0,Male,22.0,6.72,8.72,3.0,7.0,225.0,126.0,7.836923789870992,2,4,1
2024-07-07,3824,39.0,Male,21.37,1.99,4.62,9.0,24.0,19.0,72.0,7.809903066811122,2,5,8
2024-11-09,8711,29.0,Female,23.17,3.73,4.56,6.0,79.0,250.0,98.0,8.534702650683734,9,1,4
2024-02-01,2797,58.0,Other,22.47,4.65,6.18,9.0,10.0,130.0,47.0,8.64843775148504,7,6,3
2024-03-26,8153,59.0,Male,20.65,4.26,7.61,8.0,66.0,257.0,43.0,11.251871443969687,8,2,4
2024-11-08,8774,58.0,Female,22.6,4.09,5.49,4.0,57.0,137.0,62.0,8.88683210465562,3,9,5
2024-04-14,4049,29.0,Female,23.02,5.46,6.44,8.0,83.0,161.0,145.0,4.852746068033754,3,10,3
2024-05-16,1639,54.0,Female,22.18,5.65,7.47,8.0,42.0,177.0,97.0,6.761890462454032,8,5,5
2024-11-22,5671,29.0,Male,23.65,6.88,7.23,,12.0,180.0,169.0,6.9493710680105725,2,3,1
2024-08-05,1946,29.0,Other,23.88,5.7,5.82,7.0,58.0,7.0,50.0,9.65747141849966,10,6,6
2024-01-12,9471,34.0,Male,21.68,3.53,5.85,10.0,69.0,78.0,167.0,9.764931707774414,6,6,1
2024-05-14,3038,55.0,Other,23.47,6.86,7.4,3.0,89.0,147.0,109.0,6.937084466429706,6,7,5
2024-03-23,8963,56.0,Male,23.93,5.16,5.23,8.0,84.0,79.0,150.0,5.685445296032365,5,4,3
2024-12-16,3330,49.0,Male,20.6,1.52,4.92,6.0,36.0,113.0,119.0,11.549503461985896,1,2,1
2024-12-27,3617,52.0,Female,22.18,7.67,9.48,7.0,8.0,55.0,55.0,9.073299874571347,8,4,4
2024-07-21,4854,35.0,Male,20.17,4.07,7.9,8.0,83.0,196.0,44.0,9.89606014449348,4,4,7
2024-10-30,6984,26.0,Female,22.85,5.99,7.14,5.0,59.0,132.0,26.0,6.658201065018876,3,3,4
2024-08-23,1988,56.0,Other,22.23,3.17,4.94,9.0,54.0,129.0,75.0,5.918586548600273,7,5,7
2024-08-04,5088,52.0,Male,21.73,4.7,6.97,4.0,70.0,213.0,81.0,10.183878036567611,6,7,8
2024-11-27,7105,47.0,Other,23.7,6.45,6.75,10.0,7.0,229.0,19.0,6.405057476835736,3,4,2
2024-05-19,6429,41.0,Female,21.3,4.94,7.64,4.0,77.0,149.0,131.0,8.369872511627104,2,10,2
2024-03-22,5126,59.0,Female,21.97,7.05,9.08,5.0,54.0,265.0,70.0,11.953094508653257,7,8,1
2024-12-16,9431,45.0,Other,20.52,1.43,4.91,7.0,46.0,153.0,117.0,6.179400711627404,8,5,3
2024-12-19,3414,52.0,Male,22.75,5.58,6.83,4.0,52.0,158.0,95.0,6.159347991302613,4,6,3
2024-08-24,2310,49.0,Other,22.63,5.65,7.02,3.0,73.0,91.0,154.0,7.020618786531672,8,3,2
2024-03-15,2863,34.0,Female,20.63,2.47,5.83,8.0,29.0,242.0,51.0,6.330507129241077,5,5,4
2024-07-15,8817,47.0,Female,23.08,7.99,8.91,4.0,11.0,84.0,48.0,4.0761598310094485,3,5,10
2024-08-16,2927,47.0,Male,22.33,3.54,5.21,3.0,5.0,297.0,143.0,8.895433295321826,6,8,4
2024-08-19,3566,28.0,Male,22.85,5.52,6.67,5.0,29.0,10.0,152.0,11.786832902343916,9,3,7
2024-02-04,8655,30.0,Other,20.5,2.2,5.7,3.0,15.0,177.0,13.0,9.108044207162145,7,3,6
2024-07-26,8889,46.0,Male,20.92,3.65,6.73,4.0,19.0,36.0,101.0,7.804909690013462,5,6,6
2024-04-16,2294,51.0,Other,22.27,3.59,5.32,5.0,51.0,1.0,44.0,8.89313867068778,10,1,5
2024-05-28,8038,45.0,Other,21.0,3.13,6.13,4.0,46.0,108.0,17.0,5.582565514096906,8,4,2
2024-03-30,1050,57.0,Female,23.65,6.24,6.59,5.0,5.0,169.0,29.0,10.417560567674586,5,3,3
2024-08-24,3944,21.0,Male,21.35,3.62,6.27,7.0,26.0,139.0,151.0,10.48267894184454,1,10,8
2024-06-21,5442,58.0,Other,20.25,0.89,4.64,7.0,40.0,145.0,163.0,7.314006846560797,5,5,3
2024-12-06,7815,46.0,Other,23.65,6.67,7.02,6.0,37.0,259.0,173.0,7.784380035692364,10,6,6
2024-02-19,4305,26.0,Female,20.45,2.45,6.0,8.0,50.0,41.0,166.0,7.638515770390068,3,4,2
2024-03-13,5496,32.0,Male,23.97,6.77,6.8,10.0,43.0,246.0,79.0,6.159362283719227,8,4,8
2024-06-27,6009,40.0,Male,22.83,4.23,5.4,2.0,79.0,201.0,116.0,5.349683654055589,9,10,9
2024-05-31,4476,59.0,Other,22.55,4.62,6.07,2.0,89.0,138.0,176.0,7.708613017909376,9,2,9
2024-11-16,6111,57.0,Other,20.1,4.15,8.05,6.0,65.0,170.0,132.0,7.336882731724872,10,3,3
2024-03-12,6440,41.0,Male,22.48,4.08,5.6,6.0,50.0,253.0,106.0,8.556501925319331,2,3,4
2024-04-14,5862,29.0,Other,23.12,4.67,5.55,2.0,74.0,119.0,133.0,8.045164728172004,7,1,4
2024-12-05,7389,27.0,Male,20.9,3.67,6.77,6.0,57.0,184.0,130.0,7.916317482018426,6,2,9
2024-06-06,7495,30.0,Female,23.87,9.35,9.48,7.0,60.0,134.0,171.0,7.020368436873018,7,10,10
2024-08-20,5449,22.0,Female,20.45,1.63,5.18,2.0,18.0,168.0,13.0,6.183677509251285,10,8,8
2024-03-08,6754,55.0,Other,23.72,5.48,5.76,9.0,17.0,48.0,153.0,7.44196797230997,6,1,4
2024-04-27,6386,57.0,Female,20.92,5.96,9.05,7.0,63.0,140.0,21.0,7.622180566090361,1,1,1
2024-02-07,1758,42.0,Female,20.53,1.84,5.3,6.0,56.0,97.0,61.0,7.077552584372548,7,3,2
2024-10-05,8368,19.0,Male,21.43,6.9,9.46,4.0,4.0,128.0,149.0,9.746299905295276,8,1,2
2024-10-05,2741,35.0,Male,21.72,3.6,5.88,7.0,89.0,279.0,168.0,6.203251040477968,7,2,8
2024-11-11,7351,20.0,Male,20.85,5.63,8.78,,29.0,26.0,131.0,10.608697276512228,2,6,10
2024-04-27,9809,53.0,Female,23.08,7.95,8.86,6.0,78.0,220.0,88.0,7.017473155385203,3,2,10
2024-12-31,3485,56.0,Other,20.88,5.06,8.18,2.0,73.0,29.0,107.0,9.830223514313978,6,8,1
2024-02-02,6733,38.0,Other,22.22,5.87,7.66,10.0,86.0,102.0,38.0,9.590321690278218,6,4,9
2024-06-23,6064,40.0,Other,23.7,4.83,5.13,9.0,63.0,187.0,152.0,6.612901442094354,3,6,6
2024-05-03,7421,52.0,Male,22.53,4.13,5.59,8.0,66.0,12.0,49.0,8.612658956045141,9,2,8
2024-12-19,3143,40.0,Male,23.03,4.6,5.56,7.0,73.0,82.0,23.0,5.26263217959312,1,8,10
2024-12-07,9953,34.0,Other,20.93,2.59,5.65,8.0,5.0,101.0,172.0,4.899744311233717,2,7,6
2024-03-21,3591,25.0,Female,20.5,1.94,5.44,7.0,8.0,155.0,61.0,11.66807302842787,3,7,8
2024-08-10,7334,36.0,Male,23.42,6.05,6.64,2.0,34.0,76.0,102.0,11.937492828632331,3,1,2
2024-03-09,7874,59.0,Female,21.23,3.92,6.69,4.0,82.0,84.0,125.0,8.897001137496776,1,4,6
2024-07-23,9936,18.0,Other,20.23,2.61,6.38,10.0,48.0,168.0,158.0,6.564084265054409,10,9,3
2024-07-01,7064,56.0,Other,21.0,1.73,4.73,6.0,51.0,3.0,0.0,9.849096995204956,2,3,1
2024-05-17,4522,21.0,Male,20.7,3.03,6.33,1.0,50.0,29.0,38.0,5.696313336934294,1,9,1
2024-09-03,6387,19.0,Male,23.98,9.05,9.06,4.0,60.0,107.0,98.0,11.22203736666335,7,2,8
2024-05-28,5647,39.0,Male,23.42,4.97,5.55,1.0,59.0,22.0,168.0,11.252978920294357,4,3,7
2024-07-07,5864,47.0,Male,22.62,6.97,8.35,6.0,68.0,245.0,57.0,11.91389462218167,5,2,4
2024-07-03,6048,57.0,Male,20.85,3.55,6.7,5.0,49.0,49.0,15.0,8.83559650271011,2,6,2
2024-03-20,6405,51.0,Female,20.35,0.89,4.54,6.0,55.0,254.0,155.0,10.32160659230848,2,4,1
2024-02-05,9207,56.0,Other,23.93,7.01,7.08,7.0,72.0,244.0,89.0,4.344804275666649,6,10,9
2024-09-16,9989,28.0,Other,22.82,6.67,7.85,4.0,2.0,231.0,26.0,5.49647776450244,10,6,5
2024-06-03,4665,30.0,Other,23.22,7.3,8.09,6.0,83.0,27.0,22.0,10.69934087072775,3,6,10
2024-08-01,6574,32.0,Female,23.08,5.97,6.88,2.0,30.0,279.0,34.0,8.588298393300839,9,8,6
2024-05-09,1206,57.0,Other,23.88,5.34,5.46,6.0,20.0,21.0,124.0,11.804960925726911,7,5,6
2024-09-14,5905,55.0,Other,20.2,3.45,7.25,6.0,9.0,241.0,119.0,10.402548548794002,9,5,9
2024-07-29,5064,54.0,Other,22.2,6.27,8.07,6.0,7.0,42.0,137.0,6.322475054736005,4,8,5
2024-02-15,5056,23.0,Male,23.45,6.18,6.73,4.0,24.0,12.0,166.0,10.60809080399697,6,2,4
2024-09-13,3562,53.0,Other,21.4,2.73,5.33,3.0,6.0,7.0,43.0,11.189497818219252,8,9,1
2024-07-14,7847,35.0,Female,23.27,8.0,8.73,1.0,44.0,88.0,2.0,10.137666507403765,1,6,6
2024-02-08,6926,53.0,Male,22.88,6.98,8.1,7.0,40.0,184.0,155.0,9.800833353714156,5,4,7
2024-12-20,1857,24.0,Female,20.6,4.92,8.32,8.0,58.0,19.0,81.0,8.208988894230217,4,3,7
2024-03-02,1785,44.0,Other,21.92,2.96,5.04,8.0,10.0,106.0,11.0,6.068931916471461,3,2,3
2024-05-15,7675,25.0,Other,23.5,6.97,7.47,6.0,25.0,80.0,156.0,5.305020219634781,6,2,5
2024-05-09,4718,43.0,Female,22.23,5.15,6.92,10.0,32.0,194.0,175.0,7.365446216612086,1,4,1
2024-01-02,7492,23.0,Other,23.38,7.38,8.0,10.0,23.0,117.0,60.0,8.706505517914913,7,2,3
2024-10-20,1815,42.0,Male,20.38,4.84,8.45,9.0,74.0,252.0,56.0,8.645654960056333,6,5,1
2024-06-12,3304,45.0,Male,22.9,3.56,4.66,7.0,57.0,125.0,25.0,11.689790208299804,1,9,5
2024-10-11,1750,58.0,Other,22.83,6.09,7.25,7.0,34.0,45.0,56.0,6.3925047857334425,2,5,1
2024-08-19,9341,43.0,Female,21.95,6.2,8.25,9.0,56.0,139.0,158.0,7.913299503199518,6,2,6
2024-12-02,4067,54.0,Female,20.78,5.81,9.02,5.0,68.0,211.0,70.0,6.79336878425087,1,7,3
2024-06-21,9766,23.0,Other,21.43,2.81,5.37,4.0,4.0,194.0,178.0,11.116153169353977,5,1,9
2024-06-02,9488,40.0,Other,21.15,3.62,6.47,7.0,25.0,259.0,106.0,6.379401722903093,2,10,3
2024-02-19,3940,43.0,Female,22.87,3.98,5.11,6.0,34.0,233.0,52.0,6.97241493634922,4,10,4
2024-02-29,8751,55.0,Other,21.28,3.2,5.92,1.0,50.0,144.0,163.0,6.257887537878478,9,6,8
2024-04-19,8503,37.0,Other,23.48,5.08,5.59,1.0,80.0,297.0,117.0,8.737577333002314,2,5,1
2024-10-06,8089,39.0,Other,23.42,5.35,5.93,7.0,60.0,286.0,26.0,11.428939775915534,9,10,10
2024-10-24,1013,53.0,Other,22.68,4.0,5.31,10.0,9.0,6.0,80.0,7.042546737219339,5,5,7
2024-01-07,8831,51.0,Female,20.47,3.68,7.22,1.0,44.0,16.0,163.0,8.090983294433528,7,2,2
2024-04-01,8028,59.0,Male,22.17,3.59,5.43,8.0,54.0,55.0,78.0,5.500338320040036,3,8,9
2024-07-20,7575,25.0,Male,21.47,5.01,7.54,10.0,8.0,30.0,95.0,6.470274452222181,5,5,6
2024-08-19,4544,59.0,Other,22.4,5.38,6.98,3.0,0.0,123.0,116.0,11.036619792274616,9,1,6
2024-03-03,5837,57.0,Other,20.57,1.8,5.23,10.0,10.0,190.0,55.0,11.138834967521078,7,10,8
2024-09-12,1308,44.0,Male,21.22,6.6,9.38,8.0,5.0,5.0,126.0,6.112200471196775,3,3,2
2024-12-26,5898,22.0,Other,21.5,2.05,4.55,6.0,86.0,79.0,43.0,5.985383358466995,4,5,1
2024-11-14,7001,33.0,Female,20.53,2.81,6.27,8.0,2.0,32.0,153.0,5.906101200530021,6,3,9
2024-01-28,9278,43.0,Male,23.6,8.16,8.56,1.0,7.0,127.0,130.0,8.546720306608329,6,4,9
2024-01-04,4290,29.0,Other,23.5,7.5,8.0,5.0,16.0,106.0,80.0,8.416806755281842,5,10,2
2024-06-23,2386,52.0,Female,21.25,2.39,5.14,6.0,75.0,4.0,25.0,4.295341144618744,3,7,1
2024-04-28,2213,55.0,Male,21.2,4.18,6.98,2.0,9.0,223.0,59.0,4.45265727180201,1,9,8
2024-12-14,2779,54.0,Other,20.97,5.72,8.76,8.0,44.0,281.0,158.0,5.669340885389931,10,1,7
2024-01-25,9683,21.0,Male,23.77,9.23,9.47,5.0,51.0,39.0,170.0,5.749314515064691,1,3,7
2024-05-19,3240,54.0,Female,21.98,4.23,6.25,7.0,24.0,88.0,130.0,7.856145262897488,1,4,5
2024-11-22,2527,24.0,Male,23.55,8.62,9.07,2.0,42.0,75.0,77.0,8.634865851458613,10,8,8
2024-09-15,6562,26.0,Female,22.65,3.48,4.83,9.0,59.0,288.0,161.0,9.85266169487068,1,10,7
2024-06-29,6484,38.0,Male,21.53,5.06,7.53,2.0,29.0,280.0,120.0,5.7948500587734815,10,8,2
2024-05-09,9756,58.0,Other,20.37,5.4,9.03,2.0,68.0,59.0,77.0,7.747560503094156,9,3,1
2024-04-14,1048,57.0,Female,22.48,3.27,4.79,7.0,33.0,120.0,169.0,10.808411090307317,5,1,6
2024-08-21,9457,43.0,Female,22.73,6.44,7.71,3.0,3.0,252.0,135.0,7.502312669098132,8,8,1
2024-05-09,1328,50.0,,21.8,6.61,8.81,4.0,23.0,120.0,94.0,8.892031545437177,3,4,3
2024-05-24,9007,29.0,Male,22.83,3.91,5.08,10.0,15.0,91.0,8.0,5.616368998367208,8,9,10
2024-04-28,8869,40.0,Other,21.82,3.4,5.58,5.0,3.0,230.0,161.0,9.51777908517327,10,3,3
2024-10-16,2497,52.0,Male,22.5,6.77,8.27,3.0,36.0,11.0,15.0,4.004179074691201,10,2,1
2024-03-05,8005,49.0,Female,21.05,2.47,5.42,3.0,0.0,18.0,32.0,10.22718230729346,8,3,3
2024-09-21,3659,54.0,Male,20.53,4.6,8.07,7.0,25.0,256.0,80.0,11.110531684246649,9,7,4
2024-04-14,7395,22.0,Other,21.13,5.13,8.0,1.0,79.0,56.0,123.0,11.196953537468673,6,6,6
2024-11-16,9681,18.0,Male,20.58,2.28,5.7,1.0,7.0,13.0,23.0,9.602670995671485,9,9,6
2024-05-08,2014,40.0,Male,20.22,1.75,5.53,8.0,,171.0,37.0,8.647239542403273,10,8,5
2024-03-25,8737,20.0,Male,21.95,5.42,7.47,8.0,87.0,4.0,143.0,6.937273223094547,3,2,9
2024-04-11,1643,38.0,Other,21.85,4.78,6.93,6.0,67.0,205.0,74.0,7.3488971303164,3,8,6
2024-02-26,6284,55.0,Male,23.42,5.88,6.46,10.0,41.0,266.0,10.0,5.879155249025515,6,4,10
2024-05-07,4557,29.0,,20.22,5.28,9.06,9.0,54.0,105.0,105.0,4.296227643285774,10,5,9
2024-01-22,4868,24.0,Female,22.7,6.13,7.43,,70.0,252.0,93.0,7.969905433735516,5,2,10
2024-05-21,9867,40.0,Female,21.08,2.16,5.08,5.0,14.0,146.0,103.0,6.359409171376728,4,5,10
2024-12-28,3415,35.0,Other,20.53,2.95,6.41,4.0,40.0,274.0,6.0,7.986767737530907,10,7,2
2024-07-02,5294,28.0,Other,23.2,6.68,7.48,2.0,17.0,206.0,54.0,6.872682164736181,5,2,10
2024-10-01,9908,33.0,Female,20.55,2.55,6.0,6.0,21.0,211.0,171.0,6.844069659446612,6,4,5
2024-12-06,8097,48.0,Other,23.82,8.09,8.27,6.0,10.0,78.0,37.0,4.563656438607017,2,5,1
2024-08-14,1535,52.0,Other,21.82,3.05,5.23,3.0,28.0,21.0,1.0,11.614010041422688,4,6,2
2024-02-20,5991,52.0,Male,23.2,5.23,6.03,6.0,51.0,173.0,131.0,10.843063831485583,10,8,2
2024-07-07,3512,55.0,Female,22.92,5.48,6.57,2.0,74.0,203.0,1.0,8.853933212450759,2,6,6
2024-12-18,2471,45.0,Female,23.63,6.72,7.08,10.0,49.0,49.0,82.0,7.853702031022034,6,5,10
2024-02-14,6526,47.0,Other,22.25,6.86,8.61,10.0,40.0,198.0,80.0,7.168983039959345,7,2,3
2024-03-31,4185,23.0,Female,21.98,6.96,8.98,3.0,34.0,57.0,35.0,11.950616577830992,8,3,9
2024-06-17,5773,41.0,Female,20.77,4.09,7.32,5.0,47.0,66.0,168.0,5.673403337862567,3,7,7
2024-02-01,3725,37.0,Female,22.08,4.31,6.23,5.0,45.0,185.0,66.0,,10,7,1
2024-11-16,6264,39.0,Female,21.48,3.91,6.43,1.0,19.0,143.0,33.0,7.8909278217030865,8,6,4
2024-10-16,7520,40.0,Other,20.38,2.65,6.27,5.0,79.0,37.0,175.0,4.352280078519781,6,8,5
2024-01-04,2730,40.0,Male,20.63,1.82,5.18,10.0,78.0,4.0,126.0,9.159884294723057,6,8,10
2024-04-20,3337,28.0,Male,22.47,4.25,5.79,9.0,71.0,121.0,176.0,11.633169581092517,7,5,6
2024-11-03,9536,42.0,Male,22.95,6.26,7.31,9.0,65.0,259.0,147.0,5.496457447653519,5,6,4
2024-03-05,2026,54.0,Male,21.95,6.21,8.26,1.0,58.0,250.0,142.0,8.444316374324401,4,7,4
2024-07-13,4606,31.0,Female,20.13,1.88,5.75,3.0,50.0,2.0,45.0,4.617351149054068,10,2,5
2024-02-12,3743,52.0,Female,21.3,4.19,6.89,3.0,19.0,284.0,127.0,8.992639695922808,1,1,6
2024-05-03,8200,30.0,Male,21.85,4.35,6.5,8.0,75.0,168.0,48.0,9.166396835419606,4,10,8
2024-07-17,9944,50.0,Female,21.28,5.22,7.94,1.0,70.0,258.0,35.0,6.049766369422711,9,4,8
2024-01-16,7400,29.0,Other,20.35,5.77,9.42,2.0,17.0,232.0,92.0,5.148878596845298,4,6,10
2024-10-16,8102,21.0,Female,22.83,6.28,7.45,8.0,68.0,138.0,28.0,5.305681579507048,7,1,3
2024-08-13,6349,36.0,Other,23.83,6.6,6.77,5.0,77.0,275.0,95.0,9.62647221474022,9,6,5
2024-04-04,4406,34.0,Male,20.3,1.1,4.8,2.0,48.0,36.0,57.0,7.394966494093333,4,7,4
2024-02-12,5574,35.0,Male,23.92,5.79,5.88,4.0,87.0,171.0,174.0,10.073825706589332,6,7,5
2024-07-04,3281,56.0,Female,22.77,8.03,9.26,3.0,18.0,149.0,162.0,5.889628216245379,2,5,10
